var,value
Mc_in,0.017556551771520313
n_stages,16.023533665889893
xt_D,6.0
l,0.353511407307948
Pl_p,70015.02558557362
Pl_c,2776.7165269377065
n_passes,3.2818928209900675
N_t,116.66475426220994
Dp_p,676.9188690545938
Dp_c,13226.950572540522
