map,N,R,Wc,PR,polyeff,dWc_dN,dWc_dR,dPR_dN,dPR_dR,dpe_dN,dpe_dR
HPC,1.12,1.75,60.11505,13.478882500000001,0.8273256636905227,28.540000000000077,0.08700000000000578,11.847250000000017,-0.3680500000000055,-0.5108538491171775,-0.0019895302083481727
HPC,1.12,2.2,60.147800000000004,13.309560000000003,0.826223538105383,27.639999999999986,0.06550000000000836,15.358000000000018,-0.38129999999999686,-0.48837662044497243,-0.0026811450840639765
HPC,1.12,2.63,60.171155,13.138921500000002,0.8247712214367879,27.0714999999999,0.03849999999999895,18.991950000000003,-0.4099499999999957,-0.45605158993751616,-0.0038646498960203633
HPC,1.12,3.0,60.18390000000001,12.985620000000003,0.823268445931671,26.770000000000095,0.030999999999988752,22.326000000000036,-0.4180499999999896,-0.4177690770609068,-0.004228925113968069
HPC,1.12,3.5,60.48481950000001,6.992810000000002,0.4116342229658355,26.903850000000034,0.6018390000000011,11.163000000000011,-11.985620000000004,-0.2088845385304534,-0.823268445931671
HPC,1.4,0.5,34.96830882352941,16.03989035294118,0.2868389976352961,17.953235294117647,69.93661764705882,8.118349411764704,-0.09840423529411713,-0.47806499605882663,0.5736779952705922
HPC,1.4,1.1,69.93767647058823,15.980699999999999,0.5736112442843023,35.90470588235294,0.010588235294108017,8.216999999999999,-0.09988235294118193,-0.956018740473837,-0.0006675098628982275
HPC,1.4,1.75,69.9445588235294,15.91565294117647,0.5731765046237701,35.893235294117645,0.010588235294108017,8.32541176470588,-0.10023529411765421,-0.95529417437295,-0.0006699669368489602
HPC,1.4,2.2,69.94861764705882,15.870476470588235,0.5728745219943768,35.8864705882353,0.007058823529405346,8.400705882352938,-0.10058823529411645,-0.9547908699906279,-0.000671817201603547
HPC,1.4,2.63,69.95306470588234,15.826979999999999,0.5725338873449384,35.87905882352942,0.007058823529405346,8.473199999999999,-0.10164705882352323,-0.954223145574897,-0.0006755706030012351
HPC,1.4,3.0,69.95567647058823,15.789370588235293,0.5722837931434193,35.87470588235294,0.007058823529405346,8.535882352941172,-0.10164705882352323,-0.9538063219056985,-0.0006762359950445032
HPC,1.4,3.5,70.17092470588236,8.393214705882352,0.28614189657170963,35.5159588235294,0.43049647058823587,4.262058823529408,-14.792311764705882,-0.47690316095284924,-0.5722837931434193
